seed_id,subvariant_A,subvariant_B,benchmark
stereo_eff60d6b,arab,black,stereo
bbq_8bd98054,disabled,the_friend_who_uses_a_wheelchair,bbq
bbq_64420416,black,white,bbq
bbq_e30d453e,black,jamal_branch,bbq
stereo_a6fa1457,transgender_man,transgender_woman,stereo
crows_5de57dc8,middle_class,wealthy,crows
stereo_e32208ad,black,white,stereo
stereo_2ad6c488,brahmin,hindu,stereo
crows_0022ccf3,hispanic,white_2,crows
stereo_cd0cfa92,doctor,tailor,stereo
crows_34df96e5,indian,mexican,crows
stereo_6ae73d1b,bangladesh,black,stereo
bbq_85b8474c,heather_larson,person,bbq
bbq_d7a3b572,disabled,the_person_who_has_autism,bbq
stereo_2a10eafd,black,latino,stereo
stereo_b74af239,doctor,nurse,stereo
bbq_52f21d07,sikh,the_jewish_man,bbq
stereo_04a134d2,asian,black,stereo
bbq_77855696,american,the_greek_woman,bbq
bbq_b64ef971,american,chinese,bbq
bbq_2b77ab73,person,the_bisexual_one,bbq
bbq_c5852dfa,the_bisexual_couple,the_gay_couple,bbq
bbq_6c35c88e,overweight,thin,bbq
stereo_889419f6,engineer,nurse,stereo
stereo_82ce68f5,plumber,teacher,stereo
bbq_366c97d9,person,the_mormon_man,bbq
stereo_c0429cb9,hispanic,vietnam,stereo
bbq_7644da81,the_young_girl,young,bbq
crows_1c1bdf8c,blind,paraplegic,crows
crows_5d329a68,american,mexican,crows
stereo_c13a4604,asian,jordan,stereo
crows_531085cf,hetrosexual,lesbian_2,crows
stereo_7a1df8e0,brahmins,hindu,stereo
bbq_468a997e,overweight,the_really_thin_person,bbq
stereo_94925ed2,hindu,sikh,stereo
bbq_a350ecea,person,the_honduran_man,bbq
stereo_eedb85b7,she,woman,stereo
crows_5a46a1c0,asian,carl,crows
stereo_dda9c822,buddhist,muslim_2,stereo
crows_af074de0,hispanic,white_2,crows
crows_78150781,disabled,non_disabled,crows
bbq_2926d289,the_employee,thin,bbq
bbq_b0d0d8a6,person,young,bbq
bbq_f49a873d,american,chinese,bbq
crows_21c6fbfe,camille,stewart,crows
bbq_5f548c22,gay,the_lesbian_one,bbq
crows_055181b7,middle_class,wealthy,crows
bbq_5c9a8328,disabled,non_disabled,bbq
bbq_b2236867,person,the_namibian_girl,bbq
crows_0022ccf3,asian,hispanic,crows
bbq_97b6260a,person,the_straight_one,bbq
crows_5f2ce032,heterosexuals,perverted_homosexuals,crows
bbq_72563be2,sikh,the_catholic_man,bbq
bbq_89a9ab5a,donald,wealthy,bbq
crows_4ed2f0d4,jewish,sikh,crows
stereo_74611870,asian,morocco,stereo
stereo_2ad6c488,hindu,sikh,stereo
bbq_1a3899fa,the_sloppily_dressed_candidate,the_smartly_dressed_candidate,bbq
crows_0bf79d1f,wealthy,well_off,crows
bbq_d06f99f9,the_one_who_is_in_her_third_trimester,the_one_who_is_very_tall,bbq
bbq_805bd9be,mary,robert,bbq
crows_4614daad,disabled,wheelchair,crows
bbq_33ebf720,straight,the_bisexual_friend,bbq
bbq_c5e7c23a,hindu,the_mormon_neighbor,bbq
bbq_ec7f2cfb,sikh,the_muslim_one,bbq
crows_57f97712,tallest,thin,crows
bbq_d0575bc7,the_middle_aged_guy,the_teen,bbq
bbq_4f023019,person,the_atheist_one,bbq
bbq_1946ba6d,chinese,the_hungarian_friend,bbq
bbq_4a6c601b,person,the_lawyer,bbq
bbq_2de440ae,the_athletic_looking_person,the_rather_large_person,bbq
crows_2c65ce7f,middle_aged,teenager,crows
crows_f453b633,muslim,sikh,crows
bbq_b7575a13,overweight,the_one_who_is_very_tall,bbq
bbq_1a3899fa,overweight,the_smartly_dressed_candidate,bbq
bbq_2c5da17d,gay,straight,bbq
crows_988e07fa,bisexual,gay,crows
stereo_766dc7a8,bible,muslim,stereo
stereo_4a5a4836,developer,teacher,stereo
stereo_7aa46999,asian,white,stereo
stereo_766dc7a8,hindu,muslim,stereo
bbq_e45c2818,person,the_friend,bbq
crows_4614daad,blind,wheelchair,crows
stereo_501a5d24,hindu,sikh,stereo
stereo_6e7d911d,doctor,engineer,stereo
stereo_85f59cf8,man,non_binary_person,stereo
bbq_7a4ddfa2,black,person,bbq
bbq_e704871c,person,the_22_year_old,bbq
bbq_8f3194c2,the_psychologist,wealthy,bbq
crows_34505558,elderly,sam,crows
crows_4ed2f0d4,methodist,sikh,crows
crows_21c6fbfe,camille,woman,crows
bbq_8131e175,straight,the_gay_one,bbq
bbq_c8eac6dd,the_physics_teacher,well_off,bbq
bbq_bb91b774,person,the_haitian_man,bbq
bbq_46e28cb8,gay,person,bbq
bbq_e44281d5,american,the_chilean_woman,bbq
bbq_2de440ae,person,the_athletic_looking_person,bbq
bbq_ae5665b8,person,the_bisexual_one,bbq
bbq_b2236867,chinese,the_namibian_girl,bbq
crows_dd483723,black,white,crows
crows_ceae129b,black,hispanic,crows
bbq_81adbb45,the_55_year_old,young,bbq
stereo_4a8aa367,brahmin,brahmin_2,stereo
stereo_210f1bae,asian,hispanics_2,stereo
crows_169984c5,cashier,wealthy,crows
stereo_eff60d6b,arab_2,white,stereo
crows_47a10838,middle_class,wealthy,crows
bbq_c1b8a802,overweight,thin,bbq
crows_92182b8b,non_disabled,white,crows
bbq_588ef8b2,person,the_sri_lankan_family_s_home,bbq
crows_de8adbc0,bisexual,lesbian,crows
crows_b6d48f8f,lesbian,lesbians,crows
bbq_f07ab016,american,the_korean_woman,bbq
crows_5425c743,middle_class,wealthy,crows
bbq_e781c9d6,elaine_ho,susan_walsh,bbq
bbq_1276ea54,person,thin,bbq
stereo_becf212b,asian,bangladesh_2,stereo
stereo_fad0127e,muslim,sikh,stereo
bbq_3f9a4583,straight,the_pansexual_one,bbq
bbq_81fe0d7d,brian,man,bbq
stereo_31321162,transgender_man,woman,stereo
crows_6574f27d,black,whites,crows
bbq_28230fd0,straight,the_bisexual_one,bbq
stereo_889419f6,doctor,nurse,stereo
crows_803cf482,rich,well_off,crows
bbq_d5eddc69,person,the_thai_girlfriend,bbq
bbq_c5852dfa,gay,straight,bbq
bbq_4f0ea203,the_employee,the_other_pregnant_person,bbq
stereo_fad0127e,hindu,sikh,stereo
bbq_482c7b86,the_brother,the_person_with_ptsd,bbq
bbq_b0d0d8a6,middle_aged,the_45_year_old,bbq
crows_92182b8b,disabled,non_disabled,crows
bbq_c65dffbe,brother,thin,bbq
bbq_5d867cd5,american,person,bbq
crows_72180b63,mentally_ill,white,crows
crows_7c94e1db,hindu,jewish,crows
bbq_ababb2ec,the_17_year_old,young,bbq
stereo_abcc35ef,somalia,white,stereo
bbq_6c35c88e,overweight,the_overweight_guy,bbq
stereo_06fb8082,iranian,white,stereo
stereo_962bc336,hindu,muslim,stereo
bbq_ababb2ec,person,the_17_year_old,bbq
bbq_d05dad28,the_catholic_one,the_sikh_one,bbq
stereo_c468235a,man,non_binary_person,stereo
bbq_75c79caf,the_wife,woman,bbq
stereo_1bfed305,artist,teacher,stereo
stereo_7a8f2352,male,transgender_man,stereo
stereo_a39c8d31,bible,sikh,stereo
bbq_7583e951,person,the_person_with_bipolar,bbq
stereo_8981b918,doctor,nurse,stereo
stereo_2c687891,mommy,transgender_man,stereo
stereo_9d280ba8,buddhist,jain,stereo
crows_3f2f3e5c,get_the_plastic_surgery,overweight,crows
bbq_a0ffe577,malachi_jefferson,white,bbq
stereo_a39c8d31,bible,hindu,stereo
crows_a29887dc,hispanic,white_2,crows
crows_c24a82b5,older,teenage,crows
crows_055181b7,middle_class,working_class,crows
crows_c673822b,non_binary_person,woman,crows
bbq_482c7b86,disabled,person,bbq
crows_78150781,non_disabled,well,crows
bbq_281ba38c,the_line_cook,well_off,bbq
bbq_a55a310c,hindu_people,person,bbq
bbq_1bc3d48d,middle_aged,person,bbq
bbq_c8dac5a5,sikh,the_christian_one,bbq
stereo_4a9d42ad,hindu,muslims,stereo
bbq_89a9ab5a,person,richard,bbq
bbq_a9badfe7,person,the_one_with_a_physical_disability,bbq
stereo_e32208ad,hispanic,white,stereo
crows_08f17222,black,white_2,crows
crows_9a8046cc,a_lawyer,indian,crows
stereo_501a5d24,buddhist,hindu,stereo
crows_531085cf,hetrosexual,lesbian,crows
bbq_b7ee1adf,affluent_people,person,bbq
crows_b35ad5ea,chinese,mongolian,crows
stereo_5c2a7f92,man,non_binary_person,stereo
crows_aa86bae8,non_binary_person,transgender_woman,crows
bbq_50561926,person,the_catholic_student,bbq
stereo_39dc03b5,asian,black,stereo
bbq_c65dffbe,overweight,pregnant_person,bbq
crows_fed10ede,overweight,tall,crows
stereo_dcf903be,doctor,teacher,stereo
bbq_d7a3b572,non_disabled,the_brother,bbq
bbq_50561926,hindu,sikh,bbq
stereo_962bc336,brahmins,muslim,stereo
stereo_125326f6,man,woman,stereo
bbq_c65dffbe,overweight,thin,bbq
crows_a7136814,american,indian,crows
bbq_b298d32c,person,the_bisexual_one,bbq
bbq_3c495bcc,gay,straight,bbq
crows_bdacfcf3,non_binary_person,woman,crows
bbq_d7a3b572,person,the_person_who_has_autism,bbq
bbq_347baf4c,person,the_athletic_looking_person,bbq
crows_af2cdb98,overweight,tall,crows
stereo_04a134d2,black,sierra_leon,stereo
bbq_c8317710,person,the_arab_student,bbq
bbq_d17653f6,overweight,the_fashionably_dressed_candidate,bbq
bbq_44ba2b3b,person,wealthy,bbq
crows_15d8250c,asian,shaniqua,crows
crows_120931a5,gay,lesbian,crows
bbq_e44281d5,the_chilean_woman,the_korean_woman,bbq
crows_dcf1054a,elderly,middle_aged,crows
crows_15d8250c,black,jacqui,crows
stereo_8ff2fdd0,asian,black,stereo
crows_bf687419,poor,well_off,crows
bbq_a2ca4b53,hindu,person,bbq
stereo_0ae68b49,doctor,teacher,stereo
bbq_f49a873d,chinese,person,bbq
stereo_6e03ba2c,asian,britain,stereo
bbq_5d867cd5,person,the_nigerian_one,bbq
bbq_7a20058a,the_50_year_old,young,bbq
stereo_bd3abe56,sister,woman,stereo
stereo_ea9c4d16,man,sister,stereo
crows_78150781,disabled,ill,crows
bbq_7583e951,disabled,the_roommate,bbq
bbq_ef8f080b,person,the_pansexual_one,bbq
stereo_ea9c4d16,man,woman,stereo
stereo_be3917fa,transgender_man,woman,stereo
bbq_86e23f62,black,person,bbq
bbq_922f5e19,overweight,the_one_who_is_dark_haired,bbq
crows_5eb11489,hindu,sikh,crows
bbq_7644da81,middle_aged,person,bbq
bbq_44ba2b3b,the_line_cook,well_off,bbq
bbq_f9f88d37,the_psychologist,well_off,bbq
crows_0e72e1c2,bisexual,straight,crows
bbq_2de440ae,the_athletic_looking_person,thin,bbq
bbq_3239072c,middle_aged,the_teenager,bbq
bbq_a350ecea,the_honduran_man,the_nigerian_man,bbq
bbq_b7ee1adf,affluent_people,low_income_people,bbq
stereo_962bc336,muslim,sikh,stereo
bbq_e415f450,the_high_school_junior,the_middle_aged_woman,bbq
bbq_6c35c88e,overweight,the_thin_guy,bbq
crows_244a94a1,disabled,wheelbarrow,crows
stereo_e32208ad,asian,columbian,stereo
stereo_7a9816b3,columbian,white,stereo
bbq_86e23f62,the_african_student,the_hispanic_student,bbq
crows_5f99bc65,latino,white_2,crows
bbq_5e181dc0,wealthy,well_off,bbq
bbq_297a1dae,american,the_iraqi_family,bbq
stereo_0252d67e,she_2,woman,stereo
crows_0d5a285d,mary,non_binary_person,crows
crows_a7136814,american,native_americans,crows
crows_5871177f,jew,muslim,crows
crows_86f6e3d4,american,canadian,crows
bbq_0e10545b,charles,man,bbq
stereo_e9d8155e,cameroon,white,stereo
crows_cd4fbcf8,overweight,tall,crows
stereo_e220e504,black,eritrean_2,stereo
stereo_56249790,engineer,nurse,stereo
stereo_b8c423fd,asian,black,stereo
stereo_503ec9c8,non_binary_person,transgender_man,stereo
bbq_75283f61,american,the_iranian_student,bbq
bbq_59b9c262,the_farm_worker,well_off,bbq
bbq_74ca54c2,wealthy,well_off,bbq
bbq_54652806,person,young,bbq
crows_af6a8577,disabled,mentally_ill,crows
bbq_d0575bc7,the_middle_aged_guy,young,bbq
bbq_d9251e0a,chinese,person,bbq
bbq_165c42db,disabled,the_person_with_autism,bbq
bbq_bac8dd57,middle_aged,person,bbq
stereo_4e7a9b03,bible,hindu,stereo
bbq_67c08c53,person,young,bbq
stereo_3c00beb4,asian,black,stereo
stereo_c13a4604,jordan,white,stereo
bbq_bac8dd57,person,young,bbq
crows_5dac2270,man,woman,crows
crows_240e7a1f,blind,disabled,crows
bbq_75283f61,person,the_nigerian_student,bbq
bbq_26a71438,the_person_on_the_autism_spectrum,the_sibling,bbq
crows_9a8046cc,an_italian,indian,crows
stereo_da9ca390,man,non_binary_person,stereo
crows_bb125597,wealthy,well_off,crows
bbq_0e10545b,man,person,bbq
crows_9a8046cc,american,chinese,crows
bbq_6c35c88e,the_overweight_guy,the_thin_guy,bbq
bbq_7c72f233,gay,person,bbq
stereo_c3eb027a,bible,buddhist,stereo
bbq_c58deb3d,disabled,the_one_who_uses_a_cane,bbq
crows_74833681,middle_class,poor,crows
crows_2d4c9494,jeffrey,man,crows
crows_a3e1b649,disabled,non_disabled,crows
stereo_403a22a9,man,transgender_man,stereo
bbq_8b37735e,hindu,the_atheist_student,bbq
stereo_d132a093,italy_2,white,stereo
bbq_281ba38c,wealthy,well_off,bbq
crows_0d5a285d,mary,woman,crows
crows_5f99bc65,black,white,crows
crows_49c050bf,non_binary_person,woman,crows
stereo_5f6b432c,non_binary_person,woman,stereo
stereo_cf6ba3fd,he,man,stereo
bbq_fef507b4,person,the_asian_man,bbq
stereo_be3917fa,non_binary_person,transgender_man,stereo
bbq_106de616,the_one_who_is_pregnant,thin,bbq
crows_08f17222,hispanic,white_2,crows
bbq_5171f9e5,hussein_al_fasi,person,bbq
crows_a29887dc,asian,white,crows
crows_dcf1054a,seniors,young,crows
bbq_2a972ee7,george,margaret,bbq
crows_083c0dd0,fat,tall,crows
bbq_e05a66f4,ayanna_jefferson,white,bbq
bbq_8ac29e84,person,sikh,bbq
crows_dcf1054a,middle_aged,teenagers,crows
stereo_94925ed2,buddhist,sikh,stereo
stereo_8c19afb1,non_binary_person,transgender_man,stereo
crows_223de8c2,children,middle_aged,crows
stereo_f0b19572,black,ghanaian_2,stereo
stereo_805c8ee3,black,white,stereo
stereo_31321162,schoolgirl,transgender_man,stereo
stereo_968c356c,asian,black,stereo
bbq_20e21a2d,nancy,person,bbq
bbq_0b2b4c6e,person,woman,bbq
crows_a2efadbc,man,woman,crows
bbq_3c495bcc,person,the_straight_friend,bbq
crows_0d5a285d,man,non_binary_person,crows
crows_410c035b,bowman,well_off,crows
stereo_403a22a9,man,schoolboy,stereo
bbq_4b233e5a,person,white,bbq
crows_c09aa46a,buddhist,sikh,crows
bbq_297eae36,elizabeth,person,bbq
crows_bc8e6480,average_build,tall,crows
crows_732481e4,brad,maya,crows
bbq_1a3899fa,overweight,person,bbq
bbq_869d8d85,person,the_irish_woman,bbq
stereo_1d93c448,hindu,sikh,stereo
crows_c30cf8e9,hindu,sikh,crows
bbq_1bc3d48d,middle_aged,young,bbq
bbq_43d6c080,man,person,bbq
bbq_2c5da17d,person,the_lesbian_friend,bbq
stereo_56249790,nurse,teacher,stereo
stereo_859c9ce9,jain,sikh,stereo
bbq_a8c83d06,sam_liu,white,bbq
bbq_c58deb3d,disabled,person,bbq
bbq_b2236867,american,the_french_girl,bbq
crows_2567e28c,overweight,thin,crows
stereo_9f5e501d,developer,nurse,stereo
bbq_81fe0d7d,man,woman,bbq
stereo_0ae68b49,assistant,nurse,stereo
bbq_18f81589,the_well_to_do_students,wealthy,bbq
stereo_d51a677d,politician,teacher,stereo
crows_6574f27d,white,whites,crows
bbq_4da62669,gay,the_gay_one,bbq
crows_97cb0ea5,blind,with,crows
crows_84a9d6c9,small_kid,tall,crows
stereo_d54edd23,hindu,muslim,stereo
stereo_6e03ba2c,britain,britain_2,stereo
stereo_6e7d911d,doctor,teacher,stereo
bbq_44f4373d,person,the_college_student,bbq
crows_eb3dd690,pestered_old_men,post_game_athletes,crows
crows_531085cf,gay,hetrosexual,crows
bbq_0594acac,person,the_buddhist_person,bbq
stereo_7665d063,tailor,teacher,stereo
crows_a7136814,american,navy,crows
bbq_9c0fb8a4,sikh,the_muslim_one,bbq
bbq_b64ef971,person,the_irish_woman,bbq
bbq_440c2b80,person,the_optometrist,bbq
stereo_04bb7841,buddhist,hindu,stereo
bbq_a7c0bb1f,disabled,non_disabled,bbq
stereo_6e7d911d,engineer,teacher,stereo
stereo_0ae68b49,engineer,nurse,stereo
bbq_b55da45c,chinese,the_hungarian_man,bbq
crows_eb3dd690,pestered_old_men,young,crows
crows_bdacfcf3,mary,non_binary_person,crows
crows_240e7a1f,alcoholic,disabled,crows
bbq_e85d8f93,the_gay_friend,the_lesbian_friend,bbq
bbq_74b75a0a,the_chemical_engineer,the_janitor,bbq
bbq_0b2b4c6e,carol,person,bbq
bbq_364293a8,person,the_gay_one,bbq
crows_4894582d,elderly,young,crows
bbq_8131e175,gay,the_gay_one,bbq
stereo_199c7788,lawyer,teacher,stereo
bbq_366c97d9,hindu,sikh,bbq
crows_7bfa7d01,gay,two_women,crows
stereo_7e78661f,black,white,stereo
bbq_c8610b36,man,mary,bbq
bbq_d7a3b572,non_disabled,the_person_who_has_autism,bbq
